"Country or Area","Year(s)","Variant","Value"
"Indonesia","2092","Zero migration","308950.78"
"Indonesia","2092","Constant mortality","254855.059"
"Indonesia","2092","No change","313677.584"
"Indonesia","2092","Momentum","307662.553"
"Indonesia","2092","Instant replacement zero migration","360178.871"
"Indonesia","2092","Median PI","304211.068"
"Indonesia","2092","Upper 80 PI","381977.697"
"Indonesia","2092","Lower 80 PI","244426.384"
"Indonesia","2092","Upper 95 PI","427224.227"
"Indonesia","2092","Lower 95 PI","213002.266"
"Indonesia","2091","Medium","305086.268"
"Indonesia","2091","High","422900.607"
"Indonesia","2091","Low","213740.276"
"Indonesia","2091","Constant fertility","365490.142"
"Indonesia","2091","Instant replacement","354435.107"
"Indonesia","2091","Zero migration","309759.913"
"Indonesia","2091","Constant mortality","256438.872"
"Indonesia","2091","No change","313725.368"
"Indonesia","2091","Momentum","307921.725"
"Indonesia","2091","Instant replacement zero migration","359557.982"
"Indonesia","2091","Median PI","305086.267"
"Indonesia","2091","Upper 80 PI","381168.611"
"Indonesia","2091","Lower 80 PI","246406.864"
"Indonesia","2091","Upper 95 PI","426230.471"
"Indonesia","2091","Lower 95 PI","215195.882"
"Indonesia","2090","Medium","305948.184"
"Indonesia","2090","High","420942.027"
"Indonesia","2090","Low","216240.802"
"Indonesia","2090","Constant fertility","364640.035"
"Indonesia","2090","Instant replacement","353900.72"
"Indonesia","2090","Zero migration","310555.743"
"Indonesia","2090","Constant mortality","258019.174"
"Indonesia","2090","No change","313776.778"
"Indonesia","2090","Momentum","308184.764"
"Indonesia","2090","Instant replacement zero migration","358939.809"
"Indonesia","2090","Median PI","305948.184"
"Indonesia","2090","Upper 80 PI","380070.318"
"Indonesia","2090","Lower 80 PI","248314.407"
"Indonesia","2090","Upper 95 PI","425508.772"
"Indonesia","2090","Lower 95 PI","217601.351"
"Indonesia","2089","Medium","306786.553"
"Indonesia","2089","High","418984.301"
"Indonesia","2089","Low","218721.584"
"Indonesia","2089","Constant fertility","363792.779"
"Indonesia","2089","Instant replacement","353367.127"
"Indonesia","2089","Zero migration","311327.819"
"Indonesia","2089","Constant mortality","259586.228"
"Indonesia","2089","No change","313831.189"
"Indonesia","2089","Momentum","308450.695"
"Indonesia","2089","Instant replacement zero migration","358322.772"
"Indonesia","2089","Median PI","306786.553"
"Indonesia","2089","Upper 80 PI","378986.205"
"Indonesia","2089","Lower 80 PI","250143.817"
"Indonesia","2089","Upper 95 PI","424431.595"
"Indonesia","2089","Lower 95 PI","219648.337"
"Indonesia","2088","Medium","307600.628"
"Indonesia","2088","High","417029.931"
"Indonesia","2088","Low","221180.472"
"Indonesia","2088","Constant fertility","362948.133"
"Indonesia","2088","Instant replacement","352833.577"
"Indonesia","2088","Zero migration","312075.393"
"Indonesia","2088","Constant mortality","261138.285"
"Indonesia","2088","No change","313887.878"
"Indonesia","2088","Momentum","308718.213"
"Indonesia","2088","Instant replacement zero migration","357706.097"
"Indonesia","2088","Median PI","307600.628"
"Indonesia","2088","Upper 80 PI","377888.049"
"Indonesia","2088","Lower 80 PI","252064.438"
"Indonesia","2088","Upper 95 PI","422561.364"
"Indonesia","2088","Lower 95 PI","221427.758"
"Indonesia","2087","Medium","308391.22"
"Indonesia","2087","High","415083.739"
"Indonesia","2087","Low","223616.252"
"Indonesia","2087","Constant fertility","362105.292"
"Indonesia","2087","Instant replacement","352298.871"
"Indonesia","2087","Zero migration","312799.297"
"Indonesia","2087","Constant mortality","262675.476"
"Indonesia","2087","No change","313945.984"
"Indonesia","2087","Momentum","308985.981"
"Indonesia","2087","Instant replacement zero migration","357088.572"
"Indonesia","2087","Median PI","308391.22"
"Indonesia","2087","Upper 80 PI","376838.102"
"Indonesia","2087","Lower 80 PI","254130.31"
"Indonesia","2087","Upper 95 PI","420981.554"
"Indonesia","2087","Lower 95 PI","223340.473"
"Indonesia","2086","Medium","309164.376"
"Indonesia","2086","High","413157.848"
"Indonesia","2086","Low","226031.147"
"Indonesia","2086","Constant fertility","361263.537"
"Indonesia","2086","Instant replacement","351761.814"
"Indonesia","2086","Zero migration","313505.678"
"Indonesia","2086","Constant mortality","264202.764"
"Indonesia","2086","No change","314004.492"
"Indonesia","2086","Momentum","309252.454"
"Indonesia","2086","Instant replacement zero migration","356468.975"
"Indonesia","2086","Median PI","309164.376"
"Indonesia","2086","Upper 80 PI","376126.519"
"Indonesia","2086","Lower 80 PI","256069.141"
"Indonesia","2086","Upper 95 PI","419123.429"
"Indonesia","2086","Lower 95 PI","225600.196"
"Indonesia","2085","Medium","309919.998"
"Indonesia","2085","High","411254.038"
"Indonesia","2085","Low","228424.46"
"Indonesia","2085","Constant fertility","360423.773"
"Indonesia","2085","Instant replacement","351222.421"
"Indonesia","2085","Zero migration","314194.427"
"Indonesia","2085","Constant mortality","265717.605"
"Indonesia","2085","No change","314062.246"
"Indonesia","2085","Momentum","309515.503"
"Indonesia","2085","Instant replacement zero migration","355847.303"
"Indonesia","2085","Median PI","309919.998"
"Indonesia","2085","Upper 80 PI","375221.757"
"Indonesia","2085","Lower 80 PI","257746.066"
"Indonesia","2085","Upper 95 PI","416733.719"
"Indonesia","2085","Lower 95 PI","227785.216"
"Indonesia","2084","Medium","310642.048"
"Indonesia","2084","High","409351.624"
"Indonesia","2084","Low","230784.658"
"Indonesia","2084","Constant fertility","359583.561"
"Indonesia","2084","Instant replacement","350677.454"
"Indonesia","2084","Zero migration","314849.247"
"Indonesia","2084","Constant mortality","267205.237"
"Indonesia","2084","No change","314117.941"
"Indonesia","2084","Momentum","309772.959"
"Indonesia","2084","Instant replacement zero migration","355220.28"
"Indonesia","2084","Median PI","310642.048"
"Indonesia","2084","Upper 80 PI","374371.479"
"Indonesia","2084","Lower 80 PI","259377.911"
"Indonesia","2084","Upper 95 PI","414929.157"
"Indonesia","2084","Lower 95 PI","230041.958"
"Indonesia","2083","Medium","311328.436"
"Indonesia","2083","High","407449.66"
"Indonesia","2083","Low","233109.229"
"Indonesia","2083","Constant fertility","358741.352"
"Indonesia","2083","Instant replacement","350124.665"
"Indonesia","2083","Zero migration","315468.019"
"Indonesia","2083","Constant mortality","268663.286"
"Indonesia","2083","No change","314170.143"
"Indonesia","2083","Momentum","310022.645"
"Indonesia","2083","Instant replacement zero migration","354585.617"
"Indonesia","2083","Median PI","311328.436"
"Indonesia","2083","Upper 80 PI","374023.689"
"Indonesia","2083","Lower 80 PI","261061.274"
"Indonesia","2083","Upper 95 PI","413003.921"
"Indonesia","2083","Lower 95 PI","232447.539"
"Indonesia","2082","Medium","311985.075"
"Indonesia","2082","High","405556.366"
"Indonesia","2082","Low","235402.433"
"Indonesia","2082","Constant fertility","357899.977"
"Indonesia","2082","Instant replacement","349566.17"
"Indonesia","2082","Zero migration","316056.732"
"Indonesia","2082","Constant mortality","270092.78"
"Indonesia","2082","No change","314217.323"
"Indonesia","2082","Momentum","310262.225"
"Indonesia","2082","Instant replacement zero migration","353945.427"
"Indonesia","2082","Median PI","311985.076"
"Indonesia","2082","Upper 80 PI","373700.424"
"Indonesia","2082","Lower 80 PI","262762.936"
"Indonesia","2082","Upper 95 PI","411052.69"
"Indonesia","2082","Lower 95 PI","234822.698"
"Indonesia","2081","Medium","312613.71"
"Indonesia","2081","High","403674.423"
"Indonesia","2081","Low","237665.111"
"Indonesia","2081","Constant fertility","357058.709"
"Indonesia","2081","Instant replacement","349000.456"
"Indonesia","2081","Zero migration","316617.137"
"Indonesia","2081","Constant mortality","271494.1"
"Indonesia","2081","No change","314257.892"
"Indonesia","2081","Momentum","310489.247"
"Indonesia","2081","Instant replacement zero migration","353298.156"
"Indonesia","2081","Median PI","312613.71"
"Indonesia","2081","Upper 80 PI","373066.858"
"Indonesia","2081","Lower 80 PI","264376.721"
"Indonesia","2081","Upper 95 PI","408888.782"
"Indonesia","2081","Lower 95 PI","237064.404"
"Indonesia","2080","Medium","313215.861"
"Indonesia","2080","High","401806.288"
"Indonesia","2080","Low","239897.546"
"Indonesia","2080","Constant fertility","356214.965"
"Indonesia","2080","Instant replacement","348424.718"
"Indonesia","2080","Zero migration","317150.78"
"Indonesia","2080","Constant mortality","272869.234"
"Indonesia","2080","No change","314290.279"
"Indonesia","2080","Momentum","310701.832"
"Indonesia","2080","Instant replacement zero migration","352640.959"
"Indonesia","2080","Median PI","313215.862"
"Indonesia","2080","Upper 80 PI","372220.221"
"Indonesia","2080","Lower 80 PI","265852.363"
"Indonesia","2080","Upper 95 PI","406677.764"
"Indonesia","2080","Lower 95 PI","239297.818"
"Indonesia","2079","Medium","313792.963"
"Indonesia","2079","High","399951.999"
"Indonesia","2079","Low","242101.544"
"Indonesia","2079","Constant fertility","355370.348"
"Indonesia","2079","Instant replacement","347840.238"
"Indonesia","2079","Zero migration","317659.092"
"Indonesia","2079","Constant mortality","274216.243"
"Indonesia","2079","No change","314313.014"
"Indonesia","2079","Momentum","310898.119"
"Indonesia","2079","Instant replacement zero migration","351975.115"
"Indonesia","2079","Median PI","313792.963"
"Indonesia","2079","Upper 80 PI","371409.766"
"Indonesia","2079","Lower 80 PI","267641.24"
"Indonesia","2079","Upper 95 PI","404978.571"
"Indonesia","2079","Lower 95 PI","241793.339"
"Indonesia","2078","Medium","314342.009"
"Indonesia","2078","High","398105.885"
"Indonesia","2078","Low","244275.293"
"Indonesia","2078","Constant fertility","354523.708"
"Indonesia","2078","Instant replacement","347245.605"
"Indonesia","2078","Zero migration","318139.012"
"Indonesia","2078","Constant mortality","275531.697"
"Indonesia","2078","No change","314324.799"
"Indonesia","2078","Momentum","311076.419"
"Indonesia","2078","Instant replacement zero migration","351299.155"
"Indonesia","2078","Median PI","314342.009"
"Indonesia","2078","Upper 80 PI","370612.471"
"Indonesia","2078","Lower 80 PI","269527.245"
"Indonesia","2078","Upper 95 PI","403685.519"
"Indonesia","2078","Lower 95 PI","244239.187"
"Indonesia","2077","Medium","314860.807"
"Indonesia","2077","High","396263.701"
"Indonesia","2077","Low","246416.946"
"Indonesia","2077","Constant fertility","353671.686"
"Indonesia","2077","Instant replacement","346637.399"
"Indonesia","2077","Zero migration","318588.322"
"Indonesia","2077","Constant mortality","276815.278"
"Indonesia","2077","No change","314324.509"
"Indonesia","2077","Momentum","311235.437"
"Indonesia","2077","Instant replacement zero migration","350609.618"
"Indonesia","2077","Median PI","314860.808"
"Indonesia","2077","Upper 80 PI","369704.373"
"Indonesia","2077","Lower 80 PI","271017.612"
"Indonesia","2077","Upper 95 PI","402391.537"
"Indonesia","2077","Lower 95 PI","246055.507"
"Indonesia","2076","Medium","315353.62"
"Indonesia","2076","High","394428.671"
"Indonesia","2076","Low","248529.937"
"Indonesia","2076","Constant fertility","352813.692"
"Indonesia","2076","Instant replacement","346015.352"
"Indonesia","2076","Zero migration","319011.314"
"Indonesia","2076","Constant mortality","278070.452"
"Indonesia","2076","No change","314311.23"
"Indonesia","2076","Momentum","311374.488"
"Indonesia","2076","Instant replacement zero migration","349906.206"
"Indonesia","2076","Median PI","315353.62"
"Indonesia","2076","Upper 80 PI","368950.205"
"Indonesia","2076","Lower 80 PI","272531.416"
"Indonesia","2076","Upper 95 PI","401292.749"
"Indonesia","2076","Lower 95 PI","247570.414"
"Indonesia","2075","Medium","315817.74"
"Indonesia","2075","High","392594.28"
"Indonesia","2075","Low","250613.081"
"Indonesia","2075","Constant fertility","351949.838"
"Indonesia","2075","Instant replacement","345379.664"
"Indonesia","2075","Zero migration","319405.236"
"Indonesia","2075","Constant mortality","279293.607"
"Indonesia","2075","No change","314284.302"
"Indonesia","2075","Momentum","311492.905"
"Indonesia","2075","Instant replacement zero migration","349189.108"
"Indonesia","2075","Median PI","315817.74"
"Indonesia","2075","Upper 80 PI","368331.378"
"Indonesia","2075","Lower 80 PI","273984.223"
"Indonesia","2075","Upper 95 PI","399683.175"
"Indonesia","2075","Lower 95 PI","249457.738"
"Indonesia","2074","Medium","316249.758"
"Indonesia","2074","High","390753.363"
"Indonesia","2074","Low","252664.354"
"Indonesia","2074","Constant fertility","351079.314"
"Indonesia","2074","Instant replacement","344729.595"
"Indonesia","2074","Zero migration","319766.647"
"Indonesia","2074","Constant mortality","280481.623"
"Indonesia","2074","No change","314243.339"
"Indonesia","2074","Momentum","311590.285"
"Indonesia","2074","Instant replacement zero migration","348457.562"
"Indonesia","2074","Median PI","316249.758"
"Indonesia","2074","Upper 80 PI","367525.584"
"Indonesia","2074","Lower 80 PI","275250.807"
"Indonesia","2074","Upper 95 PI","397348.256"
"Indonesia","2074","Lower 95 PI","251434.917"
"Indonesia","2073","Medium","316652.964"
"Indonesia","2073","High","388907.5"
"Indonesia","2073","Low","254686.439"
"Indonesia","2073","Constant fertility","350201.749"
"Indonesia","2073","Instant replacement","344065.649"
"Indonesia","2073","Zero migration","320098.862"
"Indonesia","2073","Constant mortality","281637.68"
"Indonesia","2073","No change","314188.248"
"Indonesia","2073","Momentum","311667.289"
"Indonesia","2073","Instant replacement zero migration","347712.062"
"Indonesia","2073","Median PI","316652.964"
"Indonesia","2073","Upper 80 PI","366471.18"
"Indonesia","2073","Lower 80 PI","276398.854"
"Indonesia","2073","Upper 95 PI","395379.43"
"Indonesia","2073","Lower 95 PI","252935.816"
"Indonesia","2072","Medium","317030.019"
"Indonesia","2072","High","387056.9"
"Indonesia","2072","Low","256682.138"
"Indonesia","2072","Constant fertility","349319.548"
"Indonesia","2072","Instant replacement","343390.776"
"Indonesia","2072","Zero migration","320404.562"
"Indonesia","2072","Constant mortality","282762.008"
"Indonesia","2072","No change","314119.216"
"Indonesia","2072","Momentum","311724.55"
"Indonesia","2072","Instant replacement zero migration","346955.573"
"Indonesia","2072","Median PI","317030.019"
"Indonesia","2072","Upper 80 PI","365392.925"
"Indonesia","2072","Lower 80 PI","277612.79"
"Indonesia","2072","Upper 95 PI","393827.902"
"Indonesia","2072","Lower 95 PI","254570.377"
"Indonesia","2071","Medium","317381.803"
"Indonesia","2071","High","385200.352"
"Indonesia","2071","Low","258652.269"
"Indonesia","2071","Constant fertility","348433.263"
"Indonesia","2071","Instant replacement","342706.316"
"Indonesia","2071","Zero migration","320684.649"
"Indonesia","2071","Constant mortality","283855.172"
"Indonesia","2071","No change","314036.678"
"Indonesia","2071","Momentum","311763.231"
"Indonesia","2071","Instant replacement zero migration","346189.453"
"Indonesia","2071","Median PI","317381.803"
"Indonesia","2071","Upper 80 PI","364270.507"
"Indonesia","2071","Lower 80 PI","279022.527"
"Indonesia","2071","Upper 95 PI","392403.863"
"Indonesia","2071","Lower 95 PI","256805.057"
"Indonesia","2070","Medium","317715.345"
"Indonesia","2070","High","383345.313"
"Indonesia","2070","Low","260601.552"
"Indonesia","2070","Constant fertility","347542.222"
"Indonesia","2070","Instant replacement","342012.373"
"Indonesia","2070","Zero migration","320946.262"
"Indonesia","2070","Constant mortality","284925.061"
"Indonesia","2070","No change","313941.286"
"Indonesia","2070","Momentum","311784.667"
"Indonesia","2070","Instant replacement zero migration","345413.829"
"Indonesia","2070","Median PI","317715.345"
"Indonesia","2070","Upper 80 PI","363094.498"
"Indonesia","2070","Lower 80 PI","280308.019"
"Indonesia","2070","Upper 95 PI","390382.361"
"Indonesia","2070","Lower 95 PI","258905.883"
"Indonesia","2069","Medium","318027.849"
"Indonesia","2069","High","381487.481"
"Indonesia","2069","Low","262527.016"
"Indonesia","2069","Constant fertility","346644.816"
"Indonesia","2069","Instant replacement","341308.096"
"Indonesia","2069","Zero migration","321186.599"
"Indonesia","2069","Constant mortality","285971.127"
"Indonesia","2069","No change","313833.785"
"Indonesia","2069","Momentum","311790.301"
"Indonesia","2069","Instant replacement zero migration","344627.857"
"Indonesia","2069","Median PI","318027.849"
"Indonesia","2069","Upper 80 PI","361984.02"
"Indonesia","2069","Lower 80 PI","281412.588"
"Indonesia","2069","Upper 95 PI","387861.228"
"Indonesia","2069","Lower 95 PI","260843.828"
"Indonesia","2068","Medium","318308.14"
"Indonesia","2068","High","379612.454"
"Indonesia","2068","Low","264419.321"
"Indonesia","2068","Constant fertility","345739.971"
"Indonesia","2068","Instant replacement","340593.395"
"Indonesia","2068","Zero migration","321394.394"
"Indonesia","2068","Constant mortality","286984.252"
"Indonesia","2068","No change","313714.973"
"Indonesia","2068","Momentum","311781.856"
"Indonesia","2068","Instant replacement zero migration","343831.471"
"Indonesia","2068","Median PI","318308.14"
"Indonesia","2068","Upper 80 PI","360940.409"
"Indonesia","2068","Lower 80 PI","282565.106"
"Indonesia","2068","Upper 95 PI","385688.05"
"Indonesia","2068","Lower 95 PI","262573.875"
"Indonesia","2067","Medium","318551.682"
"Indonesia","2067","High","377714.695"
"Indonesia","2067","Low","266273.986"
"Indonesia","2067","Constant fertility","344828.199"
"Indonesia","2067","Instant replacement","339869.32"
"Indonesia","2067","Zero migration","321565.111"
"Indonesia","2067","Constant mortality","287960.188"
"Indonesia","2067","No change","313585.672"
"Indonesia","2067","Momentum","311760.648"
"Indonesia","2067","Instant replacement zero migration","343025.779"
"Indonesia","2067","Median PI","318551.682"
"Indonesia","2067","Upper 80 PI","359954.699"
"Indonesia","2067","Lower 80 PI","283750.438"
"Indonesia","2067","Upper 95 PI","383689.096"
"Indonesia","2067","Lower 95 PI","264322.158"
"Indonesia","2066","Medium","318768.335"
"Indonesia","2066","High","375807.865"
"Indonesia","2066","Low","268096.621"
"Indonesia","2066","Constant fertility","343908.769"
"Indonesia","2066","Instant replacement","339135.933"
"Indonesia","2066","Zero migration","321708.785"
"Indonesia","2066","Constant mortality","288909.823"
"Indonesia","2066","No change","313446.671"
"Indonesia","2066","Momentum","311728.23"
"Indonesia","2066","Instant replacement zero migration","342210.898"
"Indonesia","2066","Median PI","318768.335"
"Indonesia","2066","Upper 80 PI","358959.368"
"Indonesia","2066","Lower 80 PI","284921.084"
"Indonesia","2066","Upper 95 PI","381717.513"
"Indonesia","2066","Lower 95 PI","266199.92"
"Indonesia","2065","Medium","318960.539"
"Indonesia","2065","High","373896.795"
"Indonesia","2065","Low","269887.211"
"Indonesia","2065","Constant fertility","342981.79"
"Indonesia","2065","Instant replacement","338393.796"
"Indonesia","2065","Zero migration","321827.928"
"Indonesia","2065","Constant mortality","289836.012"
"Indonesia","2065","No change","313298.697"
"Indonesia","2065","Momentum","311685.777"
"Indonesia","2065","Instant replacement zero migration","341387.426"
"Indonesia","2065","Median PI","318960.539"
"Indonesia","2065","Upper 80 PI","357927.837"
"Indonesia","2065","Lower 80 PI","286038.872"
"Indonesia","2065","Upper 95 PI","379778.031"
"Indonesia","2065","Lower 95 PI","267898.416"
"Indonesia","2064","Medium","319115.807"
"Indonesia","2064","High","371968.291"
"Indonesia","2064","Low","271634.299"
"Indonesia","2064","Constant fertility","342047.914"
"Indonesia","2064","Instant replacement","337644.002"
"Indonesia","2064","Zero migration","321909.985"
"Indonesia","2064","Constant mortality","290726.486"
"Indonesia","2064","No change","313142.358"
"Indonesia","2064","Momentum","311634.344"
"Indonesia","2064","Instant replacement zero migration","340556.537"
"Indonesia","2064","Median PI","319115.807"
"Indonesia","2064","Upper 80 PI","356739.654"
"Indonesia","2064","Lower 80 PI","287101.715"
"Indonesia","2064","Upper 95 PI","378021.466"
"Indonesia","2064","Lower 95 PI","269554.456"
"Indonesia","2063","Medium","319235.511"
"Indonesia","2063","High","370027.331"
"Indonesia","2063","Low","273336.494"
"Indonesia","2063","Constant fertility","341107.801"
"Indonesia","2063","Instant replacement","336887.628"
"Indonesia","2063","Zero migration","321956.415"
"Indonesia","2063","Constant mortality","291582.187"
"Indonesia","2063","No change","312978.06"
"Indonesia","2063","Momentum","311574.76"
"Indonesia","2063","Instant replacement zero migration","339719.396"
"Indonesia","2063","Median PI","319235.511"
"Indonesia","2063","Upper 80 PI","355548.354"
"Indonesia","2063","Lower 80 PI","288152.899"
"Indonesia","2063","Upper 95 PI","376435.054"
"Indonesia","2063","Lower 95 PI","271218.186"
"Indonesia","2062","Medium","319327.084"
"Indonesia","2062","High","368087.068"
"Indonesia","2062","Low","274996.839"
"Indonesia","2062","Constant fertility","340162.362"
"Indonesia","2062","Instant replacement","336125.276"
"Indonesia","2062","Zero migration","321974.801"
"Indonesia","2062","Constant mortality","292409.463"
"Indonesia","2062","No change","312805.909"
"Indonesia","2062","Momentum","311506.868"
"Indonesia","2062","Instant replacement zero migration","338876.653"
"Indonesia","2062","Median PI","319327.084"
"Indonesia","2062","Upper 80 PI","354249.935"
"Indonesia","2062","Lower 80 PI","289155.504"
"Indonesia","2062","Upper 95 PI","374918.678"
"Indonesia","2062","Lower 95 PI","272678.594"
"Indonesia","2061","Medium","319390.623"
"Indonesia","2061","High","366152.314"
"Indonesia","2061","Low","276612.346"
"Indonesia","2061","Constant fertility","339211.292"
"Indonesia","2061","Instant replacement","335356.458"
"Indonesia","2061","Zero migration","321965.325"
"Indonesia","2061","Constant mortality","293208.382"
"Indonesia","2061","No change","312625.688"
"Indonesia","2061","Momentum","311430.301"
"Indonesia","2061","Instant replacement zero migration","338027.894"
"Indonesia","2061","Median PI","319390.623"
"Indonesia","2061","Upper 80 PI","352886.419"
"Indonesia","2061","Lower 80 PI","290092.871"
"Indonesia","2061","Upper 95 PI","372904.066"
"Indonesia","2061","Lower 95 PI","274060.797"
"Indonesia","2060","Medium","319421.205"
"Indonesia","2060","High","364222.189"
"Indonesia","2060","Low","278175.855"
"Indonesia","2060","Constant fertility","338252.849"
"Indonesia","2060","Instant replacement","334579.207"
"Indonesia","2060","Zero migration","321923.085"
"Indonesia","2060","Constant mortality","293975.124"
"Indonesia","2060","No change","312436.791"
"Indonesia","2060","Momentum","311344.281"
"Indonesia","2060","Instant replacement zero migration","337171.22"
"Indonesia","2060","Median PI","319421.205"
"Indonesia","2060","Upper 80 PI","351586.754"
"Indonesia","2060","Lower 80 PI","291070.824"
"Indonesia","2060","Upper 95 PI","370379.824"
"Indonesia","2060","Lower 95 PI","275594.775"
"Indonesia","2059","Medium","319415.802"
"Indonesia","2059","High","362298.019"
"Indonesia","2059","Low","279681.84"
"Indonesia","2059","Constant fertility","337285.345"
"Indonesia","2059","Instant replacement","333791.407"
"Indonesia","2059","Zero migration","321845.102"
"Indonesia","2059","Constant mortality","294707.238"
"Indonesia","2059","No change","312238.166"
"Indonesia","2059","Momentum","311247.376"
"Indonesia","2059","Instant replacement zero migration","336304.562"
"Indonesia","2059","Median PI","319415.802"
"Indonesia","2059","Upper 80 PI","350337.522"
"Indonesia","2059","Lower 80 PI","292138.252"
"Indonesia","2059","Upper 95 PI","368056.896"
"Indonesia","2059","Lower 95 PI","276888.82"
"Indonesia","2058","Medium","319369.849"
"Indonesia","2058","High","360379.07"
"Indonesia","2058","Low","281123.746"
"Indonesia","2058","Constant fertility","336307.568"
"Indonesia","2058","Instant replacement","332991.359"
"Indonesia","2058","Zero migration","321726.85"
"Indonesia","2058","Constant mortality","295399.794"
"Indonesia","2058","No change","312028.249"
"Indonesia","2058","Momentum","311137.57"
"Indonesia","2058","Instant replacement zero migration","335426.266"
"Indonesia","2058","Median PI","319369.849"
"Indonesia","2058","Upper 80 PI","349117.749"
"Indonesia","2058","Lower 80 PI","293182.09"
"Indonesia","2058","Upper 95 PI","365555.439"
"Indonesia","2058","Lower 95 PI","277959.378"
"Indonesia","2057","Medium","319283.46"
"Indonesia","2057","High","358469.878"
"Indonesia","2057","Low","282499.034"
"Indonesia","2057","Constant fertility","335317.594"
"Indonesia","2057","Instant replacement","332176.342"
"Indonesia","2057","Zero migration","321568.512"
"Indonesia","2057","Constant mortality","296052.554"
"Indonesia","2057","No change","311804.899"
"Indonesia","2057","Momentum","311012.007"
"Indonesia","2057","Instant replacement zero migration","334533.669"
"Indonesia","2057","Median PI","319283.46"
"Indonesia","2057","Upper 80 PI","347663.383"
"Indonesia","2057","Lower 80 PI","294129.712"
"Indonesia","2057","Upper 95 PI","363122.432"
"Indonesia","2057","Lower 95 PI","279282.651"
"Indonesia","2056","Medium","319155.325"
"Indonesia","2056","High","356572.814"
"Indonesia","2056","Low","283804.263"
"Indonesia","2056","Constant fertility","334313.09"
"Indonesia","2056","Instant replacement","331343.187"
"Indonesia","2056","Zero migration","321368.835"
"Indonesia","2056","Constant mortality","296663.741"
"Indonesia","2056","No change","311565.423"
"Indonesia","2056","Momentum","310867.215"
"Indonesia","2056","Instant replacement zero migration","333623.633"
"Indonesia","2056","Median PI","319155.325"
"Indonesia","2056","Upper 80 PI","346164.037"
"Indonesia","2056","Lower 80 PI","294830.597"
"Indonesia","2056","Upper 95 PI","361043.417"
"Indonesia","2056","Lower 95 PI","280644.066"
"Indonesia","2055","Medium","318980.301"
"Indonesia","2055","High","354685.145"
"Indonesia","2055","Low","285033.101"
"Indonesia","2055","Constant fertility","333289.482"
"Indonesia","2055","Instant replacement","330486.789"
"Indonesia","2055","Zero migration","321122.686"
"Indonesia","2055","Constant mortality","297229.503"
"Indonesia","2055","No change","311306.591"
"Indonesia","2055","Momentum","310699.464"
"Indonesia","2055","Instant replacement zero migration","332691.055"
"Indonesia","2055","Median PI","318980.301"
"Indonesia","2055","Upper 80 PI","344796.57"
"Indonesia","2055","Lower 80 PI","295409.814"
"Indonesia","2055","Upper 95 PI","358978.35"
"Indonesia","2055","Lower 95 PI","281717.265"
"Indonesia","2054","Medium","318755.367"
"Indonesia","2054","High","352805.616"
"Indonesia","2054","Low","286181.636"
"Indonesia","2054","Constant fertility","332243.407"
"Indonesia","2054","Instant replacement","329602.912"
"Indonesia","2054","Zero migration","320827.061"
"Indonesia","2054","Constant mortality","297746.418"
"Indonesia","2054","No change","311024.704"
"Indonesia","2054","Momentum","310504.229"
"Indonesia","2054","Instant replacement zero migration","331731.711"
"Indonesia","2054","Median PI","318755.367"
"Indonesia","2054","Upper 80 PI","343506.817"
"Indonesia","2054","Lower 80 PI","296053.996"
"Indonesia","2054","Upper 95 PI","356986.822"
"Indonesia","2054","Lower 95 PI","282620.996"
"Indonesia","2053","Medium","318472.936"
"Indonesia","2053","High","350926.878"
"Indonesia","2053","Low","287242.61"
"Indonesia","2053","Constant fertility","331173.206"
"Indonesia","2053","Instant replacement","328689.096"
"Indonesia","2053","Zero migration","320474.341"
"Indonesia","2053","Constant mortality","298204.47"
"Indonesia","2053","No change","310715.61"
"Indonesia","2053","Momentum","310276.61"
"Indonesia","2053","Instant replacement zero migration","330743.143"
"Indonesia","2053","Median PI","318472.936"
"Indonesia","2053","Upper 80 PI","342174.441"
"Indonesia","2053","Lower 80 PI","296646.523"
"Indonesia","2053","Upper 95 PI","355170.092"
"Indonesia","2053","Lower 95 PI","283664.959"
"Indonesia","2052","Medium","318123.64"
"Indonesia","2052","High","349039.48"
"Indonesia","2052","Low","288206.96"
"Indonesia","2052","Constant fertility","330073.36"
"Indonesia","2052","Instant replacement","327739.25"
"Indonesia","2052","Zero migration","320055.117"
"Indonesia","2052","Constant mortality","298595.314"
"Indonesia","2052","No change","310374.815"
"Indonesia","2052","Momentum","310011.56"
"Indonesia","2052","Instant replacement zero migration","329719.232"
"Indonesia","2052","Median PI","318123.64"
"Indonesia","2052","Upper 80 PI","340966.454"
"Indonesia","2052","Lower 80 PI","297188.586"
"Indonesia","2052","Upper 95 PI","353353.098"
"Indonesia","2052","Lower 95 PI","284863.91"
"Indonesia","2051","Medium","317706.746"
"Indonesia","2051","High","347142.552"
"Indonesia","2051","Low","289073.901"
"Indonesia","2051","Constant fertility","328938.496"
"Indonesia","2051","Instant replacement","326747.101"
"Indonesia","2051","Zero migration","319568.686"
"Indonesia","2051","Constant mortality","298918.738"
"Indonesia","2051","No change","309997.599"
"Indonesia","2051","Momentum","309703.488"
"Indonesia","2051","Instant replacement zero migration","328653.688"
"Indonesia","2051","Median PI","317706.746"
"Indonesia","2051","Upper 80 PI","339758.952"
"Indonesia","2051","Lower 80 PI","297688.009"
